code,text
Positive Activating,Population ageing is a very interesting topic to study
Positive Activating,I’d be curious to know what the other two treatments are?
"Complementing, expressing appreciation",I think you did a very good job by examining the data and raising questions for which you were able to find answers online or elsewhere.
Personal advice,I would be interested in the time course
Expressing agreement,"Hi Karoliina,I agree with your criticisms of the original graphic and the questions you raise about it."
Personal advice,You might also just show average growth rates of more and less urbanized areas.
Vocatives (addressing individual),"Hi Julian, very interesting subject, thank you!"
Personal advice,why not make the dots smaller and filled?
Asking questions,are there other coaches that we can compare them to?
Positive Activating,"I’m also curious why the dataset is missing the U.S., western Europe and much of the Middle East, areas that account for much of the world’s wealth."
"Complementing, expressing appreciation","I really appreciate the work you did, here.I really like the interactions you provide"
Asking questions,Are the hospitalization data the numbers of persons per hundred or thousand?
"Complementing, expressing appreciation","Hi luis,You did a nice try with your version of the graph."
"Phatics, salutations and greetings, Social sharing","Hi Julio,I like your suggestion of changing the orientation of the"
"Phatics, salutations and greetings, Social sharing",Keep up the good work!
Negative Deactivating,"The way the trend is on your chart, I am afraid this outlier value may eventually not be so far off the chart..."
Positive Activating,"I’d also like to see what are the most common """"unintentional injuries,"""" since that’s a pretty broad category."
"Complementing, expressing appreciation","Congratulations, your first graph is the greatest I have seen around here."
Quoting from others' messages & Referring explicitly to others' messages,"It would be a great opportunity to respond that questions, on base of UNFCCC historicals: https://unfccc.int/documents"
Personal advice,"Excellent taskSince the lack of parking can be a problem, maybe you can include that information, that is, look for the number of parking lots in the center and compare them with other sectors to find an answer."
Asking questions,Did you sign up for the full monthly charges to tell the story?
Unconventional emotion expression,You were ver throughout :)
Expressing agreement,"Yes, I agree...it took me a minute to figure out what was going on with the map, as well."
"Complementing, expressing appreciation","Kathleen, thank you very much for your post"
Positive Activating,Just wondering about a couple of things:
